MaxQdiagonal,MaxQcol,MaxQrow,blocked/n^2,n,class
0.7446153846153847,0.86,0.86,0.7468,50,queen4
0.768,0.88,0.86,0.7472,50,queen4
0.81375,0.86,0.88,0.7476,50,queen4
0.8190000000000001,0.84,0.86,0.748,50,queen4
0.7446153846153847,0.86,0.82,0.7484,50,queen4
0.7916666666666667,0.86,0.82,0.7488,50,queen4
0.7916666666666667,0.86,0.86,0.7492,50,queen4
0.8057142857142857,0.9,0.82,0.7496,50,queen4
0.8177777777777777,0.86,0.88,0.75,50,queen4
0.8181818181818181,0.82,0.86,0.7504,50,queen4
0.8181818181818181,0.84,0.84,0.7508,50,queen4
0.81375,0.92,0.86,0.7512,50,queen4
0.7916666666666667,0.84,0.86,0.7516,50,queen4
0.768,0.9,0.88,0.752,50,queen4
0.7916666666666667,0.86,0.92,0.7524,50,queen4
0.8026666666666666,0.86,0.86,0.7528,50,queen4
0.8057142857142857,0.86,0.86,0.7532,50,queen4
0.8177777777777777,0.9,0.92,0.7536,50,queen4
0.81375,0.86,0.84,0.754,50,queen4
0.7916666666666667,0.82,0.82,0.7544,50,queen4
0.8123076923076923,0.9,0.94,0.7548,50,queen4
0.7916666666666667,0.88,0.88,0.7552,50,queen4
0.768,0.88,0.84,0.7556,50,queen4
0.8026666666666666,0.84,0.86,0.756,50,queen4
0.8123076923076923,0.86,0.84,0.7564,50,queen4
0.7916666666666667,0.88,0.86,0.7568,50,queen4
0.8181818181818181,0.84,0.9,0.7572,50,queen4
0.81375,0.9,0.86,0.7576,50,queen4
0.8190000000000001,0.88,0.86,0.758,50,queen4
0.7275,0.84,0.86,0.7584,50,queen4
0.768,0.88,0.88,0.7588,50,queen4
0.7916666666666667,0.84,0.86,0.7592,50,queen4
0.8177777777777777,0.86,0.86,0.7596,50,queen4
0.7916666666666667,0.88,0.86,0.76,50,queen4
0.81375,0.88,0.84,0.7604,50,queen4
0.81375,0.86,0.86,0.7608,50,queen4
0.7916666666666667,0.88,0.84,0.7612,50,queen4
0.8057142857142857,0.84,0.88,0.7616,50,queen4
0.8177777777777777,0.86,0.86,0.762,50,queen4
0.768,0.92,0.86,0.7624,50,queen4
0.8177777777777777,0.82,0.84,0.7628,50,queen4
0.8181818181818181,0.86,0.86,0.7632,50,queen4
0.768,0.84,0.84,0.7636,50,queen4
0.7905882352941177,0.86,0.9,0.764,50,queen4
0.768,0.92,0.84,0.7644,50,queen4
0.7916666666666667,0.86,0.84,0.7648,50,queen4
0.7457142857142857,0.88,0.88,0.7652,50,queen4
0.768,0.9,0.9,0.7656,50,queen4
0.8177777777777777,0.84,0.88,0.766,50,queen4
0.8057142857142857,0.86,0.86,0.7664,50,queen4
0.7363636363636364,0.84,0.94,0.7668,50,queen4
0.8190000000000001,0.86,0.84,0.7672,50,queen4
0.6975,0.86,0.86,0.7676,50,queen4
0.8057142857142857,0.9,0.9,0.768,50,queen4
0.7363636363636364,0.84,0.9,0.7684,50,queen4
0.8190000000000001,0.86,0.88,0.7688,50,queen4
0.8026666666666666,0.86,0.86,0.7692,50,queen4
0.8181818181818181,0.9,0.86,0.7696,50,queen4
0.8123076923076923,0.94,0.84,0.77,50,queen4
0.7916666666666667,0.88,0.88,0.7704,50,queen4
0.8026666666666666,0.88,0.88,0.7708,50,queen4
0.81375,0.86,0.9,0.7712,50,queen4
0.8158333333333333,0.9,0.88,0.7716,50,queen4
0.768,0.88,0.88,0.772,50,queen4
0.7916666666666667,0.86,0.88,0.7724,50,queen4
0.7363636363636364,0.88,0.86,0.7728,50,queen4
0.7916666666666667,0.9,0.88,0.7732,50,queen4
0.8057142857142857,0.88,0.86,0.7736,50,queen4
0.8181818181818181,0.92,0.88,0.774,50,queen4
0.8177777777777777,0.88,0.86,0.7744,50,queen4
0.728,0.88,0.9,0.7748,50,queen4
0.8057142857142857,0.88,0.86,0.7752,50,queen4
0.81375,0.88,0.88,0.7756,50,queen4
0.7363636363636364,0.88,0.88,0.776,50,queen4
0.8177777777777777,0.9,0.9,0.7764,50,queen4
0.8190000000000001,0.88,0.88,0.7768,50,queen4
0.768,0.88,0.88,0.7772,50,queen4
0.8190000000000001,0.9,0.92,0.7776,50,queen4
0.8158333333333333,0.88,0.88,0.778,50,queen4
0.8181818181818181,0.92,0.84,0.7784,50,queen4
0.7916666666666667,0.86,0.9,0.7788,50,queen4
0.8181818181818181,0.86,0.88,0.7792,50,queen4
0.8057142857142857,0.88,0.9,0.7796,50,queen4
0.7457142857142857,0.86,0.84,0.78,50,queen4
0.81375,0.92,0.88,0.7804,50,queen4
0.8190000000000001,0.86,0.9,0.7808,50,queen4
0.8181818181818181,0.9,0.9,0.7812,50,queen4
0.7377777777777778,0.94,0.88,0.7816,50,queen4
0.7416666666666667,0.86,0.92,0.782,50,queen4
0.8123076923076923,0.88,0.9,0.7824,50,queen4
0.8177777777777777,0.88,0.9,0.7828,50,queen4
0.8190000000000001,0.86,0.86,0.7832,50,queen4
0.7453333333333333,0.92,0.88,0.7836,50,queen4
0.768,0.9,0.84,0.784,50,queen4
0.81375,0.9,0.88,0.7844,50,queen4
0.728,0.86,0.86,0.7848,50,queen4
0.8181818181818181,0.84,0.94,0.7852,50,queen4
0.8181818181818181,0.9,0.88,0.7856,50,queen4
0.8190000000000001,0.9,0.92,0.786,50,queen4
0.8177777777777777,0.86,0.9,0.7864,50,queen4
0.7457142857142857,0.86,0.9,0.7868,50,queen4
0.7377777777777778,0.88,0.94,0.7872,50,queen4
0.81375,0.94,0.88,0.7876,50,queen4
0.8177777777777777,0.9,0.86,0.788,50,queen4
0.8123076923076923,0.9,0.9,0.7884,50,queen4
0.768,0.86,0.94,0.7888,50,queen4
0.8181818181818181,0.9,0.88,0.7892,50,queen4
0.8190000000000001,0.88,0.92,0.7896,50,queen4
0.7916666666666667,0.88,0.92,0.79,50,queen4
0.8078571428571429,0.9,0.9,0.7904,50,queen4
0.7446153846153847,0.88,0.88,0.7908,50,queen4
0.8057142857142857,0.9,0.9,0.7912,50,queen4
0.81375,0.86,0.88,0.7916,50,queen4
0.7363636363636364,0.88,0.92,0.792,50,queen4
0.8123076923076923,0.9,0.92,0.7924,50,queen4
0.8158333333333333,0.9,0.9,0.7928,50,queen4
0.796875,0.92,0.92,0.7932,50,queen4
0.768,0.88,0.9,0.7936,50,queen4
0.8190000000000001,0.88,0.9,0.794,50,queen4
0.8181818181818181,0.9,0.92,0.7944,50,queen4
0.8177777777777777,0.88,0.88,0.7948,50,queen4
0.8190000000000001,0.88,0.9,0.7952,50,queen4
0.768,0.86,0.88,0.7956,50,queen4
0.7838888888888889,0.88,0.9,0.796,50,queen4
0.8177777777777777,0.9,0.92,0.7964,50,queen4
0.8181818181818181,0.88,0.9,0.7968,50,queen4
0.7453333333333333,0.92,0.9,0.7972,50,queen4
0.81375,0.88,0.88,0.7976,50,queen4
0.8181818181818181,0.88,0.9,0.798,50,queen4
0.7916666666666667,0.86,0.88,0.7984,50,queen4
0.8158333333333333,0.94,0.94,0.7988,50,queen4
0.8057142857142857,0.88,0.88,0.7992,50,queen4
0.8190000000000001,0.9,0.88,0.7996,50,queen4
0.7446153846153847,0.9,0.9,0.8,50,queen4
0.8190000000000001,0.92,0.88,0.8004,50,queen4
0.7453333333333333,0.9,0.9,0.8008,50,queen4
0.8181818181818181,0.92,0.88,0.8012,50,queen4
0.8078571428571429,0.92,0.88,0.8016,50,queen4
0.8190000000000001,0.94,0.92,0.802,50,queen4
0.8177777777777777,0.88,0.9,0.8024,50,queen4
0.8190000000000001,0.92,0.92,0.8028,50,queen4
0.8057142857142857,0.92,0.92,0.8032,50,queen4
0.7916666666666667,0.9,0.88,0.8036,50,queen4
0.8177777777777777,0.88,0.9,0.804,50,queen4
0.8190000000000001,0.88,0.9,0.8044,50,queen4
0.7916666666666667,0.88,0.9,0.8048,50,queen4
0.8181818181818181,0.88,0.92,0.8052,50,queen4
0.8190000000000001,0.9,0.88,0.8056,50,queen4
0.7453333333333333,0.86,0.92,0.806,50,queen4
0.8181818181818181,0.9,0.9,0.8064,50,queen4
0.8190000000000001,0.9,0.88,0.8068,50,queen4
0.8190000000000001,0.9,0.9,0.8072,50,queen4
0.81375,0.9,0.9,0.8076,50,queen4
0.8057142857142857,0.9,0.94,0.808,50,queen4
0.8123076923076923,0.9,0.9,0.8084,50,queen4
0.8057142857142857,0.9,0.9,0.8088,50,queen4
0.8181818181818181,0.9,0.88,0.8092,50,queen4
0.8177777777777777,0.9,0.9,0.8096,50,queen4
0.7916666666666667,0.9,0.92,0.81,50,queen4
0.81375,0.9,0.92,0.8104,50,queen4
0.81375,0.88,0.88,0.8108,50,queen4
0.8078571428571429,0.92,0.92,0.8112,50,queen4
0.8190000000000001,0.88,0.88,0.8116,50,queen4
0.8057142857142857,0.94,0.9,0.812,50,queen4
0.8181818181818181,0.92,0.88,0.8124,50,queen4
0.81375,0.92,0.9,0.8128,50,queen4
0.8190000000000001,0.88,0.9,0.8132,50,queen4
0.7377777777777778,0.9,0.9,0.8136,50,queen4
0.81375,0.92,0.9,0.814,50,queen4
0.7457142857142857,0.94,0.92,0.8144,50,queen4
0.7916666666666667,0.92,0.9,0.8148,50,queen4
0.81375,0.88,0.94,0.8152,50,queen4
0.8181818181818181,0.9,0.88,0.8156,50,queen4
0.8057142857142857,0.9,0.88,0.816,50,queen4
0.7916666666666667,0.88,0.92,0.8164,50,queen4
0.8057142857142857,0.88,0.9,0.8168,50,queen4
0.8181818181818181,0.9,0.9,0.8172,50,queen11
0.7275,0.9,0.9,0.8176,50,queen4
0.7916666666666667,0.94,0.92,0.818,50,queen4
0.81375,0.94,0.88,0.8184,50,queen11
0.81375,0.96,0.9,0.8188,50,queen4
0.7916666666666667,0.92,0.92,0.8192,50,queen4
0.7916666666666667,0.9,0.9,0.8196,50,queen11
0.8177777777777777,0.94,0.94,0.82,50,queen4
0.8057142857142857,0.94,0.9,0.8204,50,queen4
0.8177777777777777,0.9,0.9,0.8208,50,queen11
0.81375,0.9,0.92,0.8212,50,queen4
0.8057142857142857,0.9,0.9,0.8216,50,queen4
0.7916666666666667,0.92,0.92,0.822,50,queen4
0.81375,0.9,0.92,0.8224,50,queen4
0.8026666666666666,0.94,0.9,0.8228,50,queen4
0.8177777777777777,0.94,0.92,0.8232,50,queen11
0.8181818181818181,0.92,0.92,0.8236,50,queen4
0.768,0.9,0.92,0.824,50,queen11
0.8181818181818181,0.92,0.92,0.8244,50,queen4
0.8190000000000001,0.9,0.92,0.8248,50,queen4
0.8078571428571429,0.94,0.9,0.8252,50,queen4
0.81375,0.94,0.9,0.8256,50,queen4
0.8158333333333333,0.92,0.9,0.826,50,queen4
0.8123076923076923,0.9,0.9,0.8264,50,queen4
0.8057142857142857,0.92,0.9,0.8268,50,queen4
0.8057142857142857,0.92,0.9,0.8272,50,queen11
0.8057142857142857,0.9,0.94,0.8276,50,queen4
0.8177777777777777,0.94,0.94,0.828,50,queen4
0.8181818181818181,0.92,0.92,0.8284,50,queen4
0.81375,0.9,0.88,0.8288,50,queen4
0.8181818181818181,0.92,0.94,0.8292,50,queen11
0.8123076923076923,0.94,0.94,0.8296,50,queen4
0.8177777777777777,0.92,0.92,0.83,50,queen4
0.8181818181818181,0.92,0.96,0.8304,50,queen4
0.7453333333333333,0.9,0.92,0.8308,50,queen4
0.8158333333333333,0.92,0.92,0.8312,50,queen4
0.81375,0.9,0.92,0.8316,50,queen4
0.81375,0.92,0.92,0.832,50,queen11
0.8057142857142857,0.9,0.9,0.8324,50,queen11
0.8177777777777777,0.94,0.92,0.8328,50,queen4
0.7916666666666667,0.94,0.92,0.8332,50,queen4
0.8177777777777777,0.92,0.94,0.8336,50,queen4
0.8190000000000001,0.92,0.94,0.834,50,queen4
0.8181818181818181,0.92,0.92,0.8344,50,queen4
0.8177777777777777,0.96,0.92,0.8348,50,queen4
0.8057142857142857,0.92,0.9,0.8352,50,queen4
0.8177777777777777,0.92,0.92,0.8356,50,queen11
0.8057142857142857,0.9,0.92,0.836,50,queen4
0.8190000000000001,0.92,0.92,0.8364,50,queen4
0.8158333333333333,0.92,0.96,0.8368,50,queen4
0.8190000000000001,0.94,0.92,0.8372,50,queen4
0.8181818181818181,0.9,0.92,0.8376,50,queen4
0.768,0.92,0.92,0.838,50,queen4
0.8158333333333333,0.9,0.9,0.8384,50,queen4
0.81375,0.94,0.92,0.8388,50,queen4
0.768,0.92,0.9,0.8392,50,queen4
0.8190000000000001,0.94,0.9,0.8396,50,queen11
0.8190000000000001,0.9,0.96,0.84,50,queen4
0.8190000000000001,0.94,0.92,0.8404,50,queen4
0.8190000000000001,0.9,0.92,0.8408,50,queen4
0.8177777777777777,0.92,0.92,0.8412,50,queen4
0.8177777777777777,0.94,0.92,0.8416,50,queen4
0.768,0.92,0.96,0.842,50,queen4
0.81375,0.92,0.92,0.8424,50,queen11
0.8190000000000001,0.92,0.94,0.8428,50,queen4
0.8181818181818181,0.9,0.94,0.8432,50,queen11
0.8158333333333333,0.94,0.9,0.8436,50,queen11
0.8181818181818181,0.94,0.92,0.844,50,queen11
0.81375,0.92,0.9,0.8444,50,queen4
0.81375,0.92,0.96,0.8448,50,queen11
0.81375,0.92,0.92,0.8452,50,queen4
0.8177777777777777,0.9,0.94,0.8456,50,queen4
0.8158333333333333,0.92,0.92,0.846,50,queen4
0.8177777777777777,0.92,0.94,0.8464,50,queen11
0.8158333333333333,0.92,0.94,0.8468,50,queen11
0.8078571428571429,0.94,0.94,0.8472,50,queen4
0.7838888888888889,0.94,0.96,0.8476,50,queen4
0.8057142857142857,0.9,0.92,0.848,50,queen11
0.8190000000000001,0.94,0.96,0.8484,50,queen4
0.7916666666666667,0.94,0.96,0.8488,50,queen4
0.7916666666666667,0.94,0.92,0.8492,50,queen4
0.768,0.92,0.94,0.8496,50,queen11
0.8190000000000001,0.96,0.96,0.85,50,queen4
0.81375,0.94,0.94,0.8504,50,queen4
0.8190000000000001,0.94,0.92,0.8508,50,queen4
0.8177777777777777,0.92,0.9,0.8512,50,queen4
0.8158333333333333,0.92,0.92,0.8516,50,queen11
0.8123076923076923,0.92,0.94,0.852,50,queen11
0.8181818181818181,0.92,0.92,0.8524,50,queen11
0.81375,0.94,0.94,0.8528,50,queen11
0.8177777777777777,0.94,0.94,0.8532,50,queen11
0.8181818181818181,0.92,0.92,0.8536,50,queen4
0.81375,0.94,0.94,0.854,50,queen4
0.7453333333333333,0.96,0.92,0.8544,50,queen4
0.8177777777777777,0.94,0.9,0.8548,50,queen4
0.8158333333333333,0.92,0.96,0.8552,50,queen4
0.8177777777777777,0.94,0.94,0.8556,50,queen4
0.8158333333333333,0.92,0.94,0.856,50,queen4
0.8057142857142857,0.98,0.94,0.8564,50,queen4
0.8123076923076923,0.94,0.94,0.8568,50,queen4
0.8190000000000001,0.94,0.92,0.8572,50,queen4
0.8177777777777777,0.92,0.96,0.8576,50,queen4
0.74375,0.94,0.94,0.858,50,queen4
0.8177777777777777,0.96,0.94,0.8584,50,queen4
0.7916666666666667,0.92,0.92,0.8588,50,queen11
0.8190000000000001,0.94,0.96,0.8592,50,queen4
0.8190000000000001,0.94,0.94,0.8596,50,queen11
0.8057142857142857,0.94,0.94,0.86,50,queen4
0.8057142857142857,0.94,0.94,0.8604,50,queen4
0.81375,0.92,0.92,0.8608,50,queen4
0.8177777777777777,0.94,0.96,0.8612,50,queen4
0.81375,0.94,0.94,0.8616,50,queen4
0.81375,0.94,0.92,0.862,50,queen4
0.8190000000000001,0.94,0.94,0.8624,50,queen4
0.8158333333333333,0.94,0.94,0.8628,50,queen4
0.8158333333333333,0.96,0.92,0.8632,50,queen4
0.8181818181818181,0.96,0.9,0.8636,50,queen4
0.8177777777777777,0.92,0.94,0.864,50,queen4
0.8177777777777777,0.96,0.94,0.8644,50,queen4
0.8190000000000001,0.94,0.94,0.8648,50,queen4
0.8181818181818181,0.9,0.92,0.8652,50,queen11
0.8177777777777777,0.94,0.94,0.8656,50,queen4
0.8177777777777777,0.96,0.94,0.866,50,queen4
0.8181818181818181,0.92,0.94,0.8664,50,queen4
0.8177777777777777,0.94,0.92,0.8668,50,queen4
0.8123076923076923,0.94,0.94,0.8672,50,queen4
0.796875,0.98,0.96,0.8676,50,queen4
0.8190000000000001,0.94,0.94,0.868,50,queen4
0.8177777777777777,0.92,0.96,0.8684,50,queen4
0.8181818181818181,0.94,0.92,0.8688,50,queen4
0.8158333333333333,0.94,0.94,0.8692,50,queen4
0.8190000000000001,0.94,0.94,0.8696,50,queen4
0.8123076923076923,0.98,0.96,0.87,50,queen4
0.8190000000000001,0.94,0.94,0.8704,50,queen4
0.8181818181818181,0.94,0.96,0.8708,50,queen4
0.8123076923076923,0.92,0.94,0.8712,50,queen4
0.8181818181818181,0.92,0.94,0.8716,50,queen4
0.8026666666666666,0.96,0.96,0.872,50,queen4
0.8181818181818181,0.94,0.94,0.8724,50,queen4
0.81375,0.98,0.94,0.8728,50,queen4
0.8177777777777777,0.94,0.94,0.8732,50,queen4
0.8181818181818181,0.94,0.96,0.8736,50,queen4
0.7916666666666667,0.96,0.94,0.874,50,queen4
0.8177777777777777,0.92,0.96,0.8744,50,queen4
0.796875,0.96,0.92,0.8748,50,queen4
0.8177777777777777,0.94,0.94,0.8752,50,queen4
0.796875,0.96,0.96,0.8756,50,queen4
0.8190000000000001,0.98,0.94,0.876,50,queen4
0.8177777777777777,0.94,0.94,0.8764,50,queen4
0.8181818181818181,0.94,0.98,0.8768,50,queen4
0.8123076923076923,0.96,0.96,0.8772,50,queen4
0.8190000000000001,0.96,0.96,0.8776,50,queen4
0.7916666666666667,0.94,0.94,0.878,50,queen4
0.8181818181818181,0.94,0.94,0.8784,50,queen4
0.8190000000000001,0.96,0.96,0.8788,50,queen4
0.8177777777777777,0.98,0.94,0.8792,50,queen4
0.7916666666666667,0.96,0.92,0.8796,50,queen4
0.8181818181818181,0.98,0.96,0.88,50,queen4
0.768,0.94,0.98,0.8804,50,queen4
0.8181818181818181,0.94,0.94,0.8808,50,queen4
0.8190000000000001,0.96,0.94,0.8812,50,queen4
0.8158333333333333,0.94,0.92,0.8816,50,queen4
0.8190000000000001,0.98,0.94,0.882,50,queen4
0.8177777777777777,0.94,0.96,0.8824,50,queen4
0.8177777777777777,0.96,0.96,0.8828,50,queen4
0.8181818181818181,0.94,0.94,0.8832,50,queen4
0.8078571428571429,0.94,0.94,0.8836,50,queen4
0.8181818181818181,0.96,0.94,0.884,50,queen4
0.8181818181818181,0.96,0.98,0.8844,50,queen4
